Filename,Concentration_Label,Concentration_Value,MQ-3_R1 (kOhm)_mean,MQ-3_R1 (kOhm)_std,MQ-3_R1 (kOhm)_min,MQ-3_R1 (kOhm)_max,MQ-3_R1 (kOhm)_median,MQ-4_R1 (kOhm)_mean,MQ-4_R1 (kOhm)_std,MQ-4_R1 (kOhm)_min,MQ-4_R1 (kOhm)_max,MQ-4_R1 (kOhm)_median,MQ-6_R1 (kOhm)_mean,MQ-6_R1 (kOhm)_std,MQ-6_R1 (kOhm)_min,MQ-6_R1 (kOhm)_max,MQ-6_R1 (kOhm)_median,MQ-3_R2 (kOhm)_mean,MQ-3_R2 (kOhm)_std,MQ-3_R2 (kOhm)_min,MQ-3_R2 (kOhm)_max,MQ-3_R2 (kOhm)_median,MQ-4_R2 (kOhm)_mean,MQ-4_R2 (kOhm)_std,MQ-4_R2 (kOhm)_min,MQ-4_R2 (kOhm)_max,MQ-4_R2 (kOhm)_median,MQ-6_R2 (kOhm)_mean,MQ-6_R2 (kOhm)_std,MQ-6_R2 (kOhm)_min,MQ-6_R2 (kOhm)_max,MQ-6_R2 (kOhm)_median
Ea-C6_R02.txt,20.0%,20.0,2.791980247349823,2.526684859282731,0.6834,9.9199,1.5108,22.371518975265015,8.126287378350334,13.7804,39.2778,18.90475,34.33123738515901,21.18355139276626,13.6732,85.6049,25.394,7.366031272084805,4.338903635627969,3.6121,19.4842,5.347799999999999,16.624915936395762,7.048150148594078,9.4606,31.6618,13.4472,23.81997137809187,16.63234993965016,8.4655,65.0564,16.5507
Ea-C6_R03.txt,20.0%,20.0,3.1865143462897527,2.680928637476701,0.9599,10.7475,1.8996,24.07653823321555,8.076554800129776,15.1708,40.4783,20.882350000000002,38.36919102473498,21.920205123245964,15.6504,89.9501,29.79225,8.749660247349823,4.71973905835931,4.4485,21.7909,6.7146,18.142360459363957,7.012113332957992,10.6448,32.7919,15.257850000000001,26.759170459363954,17.28403071696658,9.8543,68.8849,19.7841
Ea-C6_R04.txt,20.0%,20.0,3.587306113074205,2.8808667372405874,1.1265,11.699,2.193,25.722973462897524,8.151233327782851,16.6025,42.0258,22.6676,41.92305109540636,22.8430733542709,17.7668,94.9009,33.26745,9.565399858657244,4.936019370376249,4.9544,23.2435,7.5238499999999995,19.560249399293287,7.092489351656161,11.8045,34.0425,16.80105,29.43216427561837,18.176218578212218,11.1809,73.2248,22.363500000000002
Ea-C6_R05.txt,20.0%,20.0,3.219823816254417,2.6049334306309353,0.9707,10.6129,2.0200500000000003,24.749426572438157,8.37692523083489,15.4693,41.7814,21.442999999999998,39.19991819787986,22.48266093183614,15.7296,92.5064,30.50195,8.763733462897527,4.472664208253884,4.5225,21.1536,6.97935,18.65517296819788,7.216170096460731,10.879,33.705,15.6064,27.270853745583043,17.618298283019193,9.8811,70.462,20.208199999999998
Ea-C6_R06.txt,20.0%,20.0,2.8688127915194346,2.5204361043625463,0.7819,10.0128,1.6117,23.83707137809187,8.489895654922245,14.9787,41.2105,20.06535,36.66761328621909,22.342956633450154,15.0773,90.208,27.2917,7.836579363957597,4.407170553343933,4.0345,20.1352,5.81065,17.919051625441696,7.265023837967646,10.5393,33.1739,14.5213,25.30532519434629,17.443867932762444,9.3592,68.523,17.6927
Ea-C6_R07.txt,20.0%,20.0,2.8296860070671377,2.4978427042794316,0.7409,9.8692,1.59455,23.94819335689046,8.461261347676968,14.8816,41.2986,20.4377,37.10936491166078,22.200908557021048,14.7615,90.0237,28.12495,8.065676007067138,4.458207597004938,4.1023,20.4182,6.16205,18.034057985865726,7.241841488697063,10.4694,33.3245,14.87575,25.79720286219081,17.41615798781862,9.3016,68.7639,18.4316
Ea-C6_R08.txt,20.0%,20.0,2.6898671378091876,2.4272377143798867,0.6352,9.5682,1.5108,23.586249081272086,8.498460370300926,14.4419,41.2105,20.0109,36.317528939929325,21.991571906968755,14.2188,89.5108,27.48845,7.751308021201413,4.2016472043189115,3.9256,19.5145,5.9577,17.742217561837457,7.229997281338172,10.1676,33.1927,14.64305,25.283304028268553,17.152802825748584,8.9887,68.0449,18.07285
Ea-C6_R09.txt,20.0%,20.0,3.436212261484099,2.7422599548292674,1.0577,11.1809,2.1758,26.241784699646644,8.572234940994559,16.5982,43.4808,23.111,42.638655017667844,23.620549990383708,17.4996,97.9859,33.90625,9.774082720848057,4.967577595918229,5.0936,23.6798,7.694800000000001,19.945861378091873,7.420180239905149,11.8268,35.1732,17.026049999999998,30.13551565371025,18.867924944759576,11.1648,75.54,22.88615
Ea-C6_R10.txt,20.0%,20.0,3.541225724381625,2.811040705565242,1.1233,11.4707,2.2075500000000003,26.535898409893992,8.633081049317221,16.9274,43.6302,23.2112,43.2360925795053,23.9741457385519,18.0376,99.482,34.07635,9.990835159010603,4.87833933478892,5.2582,23.3216,8.0652,20.233528268551236,7.471211739041599,12.1328,35.4483,17.105400000000003,30.85715851590106,19.295722534942723,11.689,77.533,23.2285
Ea-C6_R11.txt,20.0%,20.0,2.744791201413428,2.487177956436087,0.6398,9.7712,1.5180500000000001,23.968456537102476,8.62489074147782,14.839,41.6281,20.350499999999997,37.19238431095406,22.55492209372206,14.7734,91.2138,28.0624,7.971169823321555,4.410994975638587,4.1523,20.0676,5.9852,18.065947243816254,7.372979188610613,10.5014,33.5235,14.78495,26.174294310954068,17.89861933128936,9.3939,70.6379,18.63395
